Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	FlyBase	CStart	CStop	NumExons
chr2R	15543799	15545345	CR44214	1546	-	NR_124626	CR44214	15545345	15545345	1
chr2L	14241070	14241732	CR44216	662	+	NR_124249	CR44216	14241732	14241732	3
chr2L	21957819	21958360	CR44217	541	+	NR_073820	CR44217	21958360	21958360	1
chr2L	248908	249812	CR44218	904	+	NR_073677	CR44218	249812	249812	1
chr2L	262202	263003	CR44219	801	+	NR_073678	CR44219	263003	263003	2
chr2L	219650	220050	CR44220	400	+	NR_073674	CR44220	220050	220050	1
chr2L	228036	228588	CR44221	552	+	NR_073676	CR44221	228588	228588	1
chr2L	223518	224708	CR44222	1190	+	NR_073675	CR44222	224708	224708	1
chr2L	10506300	10507015	CR44224	715	+	NR_073753	CR44224	10507015	10507015	1
chr3R	18837642	18838082	CR44225	440	-	NR_074052	CR44225	18838082	18838082	1
chr3R	18866497	18867062	CR44226	565	+	NR_074053	CR44226	18867062	18867062	1
chr3R	4579785	4581638	CR44228	1853	+	NR_073990	CR44228	4581638	4581638	1
chr3R	24120344	24121001	CR44229	657	-	NR_125282	CR44229	24121001	24121001	1
chr3R	6508353	6510146	CR44230	1793	+	NR_073996	CR44230	6510146	6510146	2
chr3R	8553480	8554181	CR44231	701	+	NR_074001	CR44231	8554181	8554181	2
chr3R	8593348	8594079	CR44232	731	+	NR_074003	CR44232	8594079	8594079	2
chr3R	8592899	8593190	CR44233	291	-	NR_074002	CR44233	8593190	8593190	1
chr3R	8676101	8676390	CR44234	289	-	NR_074005	CR44234	8676390	8676390	1
chr3R	8717632	8718189	CR44235	557	-	NR_074006	CR44235	8718189	8718189	1
chr3R	8756455	8757049	CR44236	594	-	NR_074007	CR44236	8757049	8757049	1
chr3R	9935007	9936448	CR44237	1441	-	NR_074012	CR44237	9936448	9936448	3
chr3R	12952705	12953584	CR44238	879	-	NR_074026	CR44238	12953584	12953584	1
chr2R	11182099	11182593	CR44241	494	-	NR_124560	CR44241	11182593	11182593	1
chr3R	13196992	13197479	CR44256	487	-	NR_125195	CR44256	13197479	13197479	1
chr3R	13096011	13096749	CR44258	738	-	NR_125194	CR44258	13096749	13096749	2
chr3R	3545770	3546846	CR44260	1076	+	NR_125102	CR44260	3546846	3546846	2
chr3R	26009566	26010120	CR44262	554	-	NR_125294	CR44262	26010120	26010120	1
chr3R	27584431	27585082	CR44263	651	+	NR_125312	CR44263	27585082	27585082	2
chr3R	24847005	24847902	CR44264	897	-	NR_125286	CR44264	24847902	24847902	1
chr3R	17049344	17050311	CR44265	967	-	NR_125221	CR44265	17050311	17050311	2
chrX	11464487	11465391	CR44266	904	-	NR_123870	CR44266	11465391	11465391	1
chr3R	20738716	20739407	CR44267	691	+	NR_125247	CR44267	20739407	20739407	1
chr2LHet	31583	31976	CR44268	393	+	NR_125316	CR44268	31976	31976	2
chr2L	21798042	21799112	CR44269	1070	-	NR_124419	CR44269	21799112	21799112	2
chr2R	3879700	3880072	CR44272	372	-	NR_124459	CR44272	3880072	3880072	1
chr2R	4829099	4830000	CR44273	901	+	NR_124477	CR44273	4830000	4830000	1
chr2R	4830999	4831800	CR44274	801	+	NR_124478	CR44274	4831800	4831800	1
chr2R	4116800	4118301	CR44275	1501	+	NR_124462	CR44275	4118301	4118301	1
chr2R	4129100	4129522	CR44276	422	-	NR_124463	CR44276	4129522	4129522	1
chr2R	4631549	4631881	CR44277	332	-	NR_124474	CR44277	4631881	4631881	1
chr2R	4655800	4656300	CR44278	500	-	NR_124475	CR44278	4656300	4656300	2
chr2R	4430300	4431047	CR44279	747	-	NR_124471	CR44279	4431047	4431047	1
chr2R	4164849	4165500	CR44280	651	+	NR_124466	CR44280	4165500	4165500	1
chr2R	4538201	4539001	CR44281	800	-	NR_124473	CR44281	4539001	4539001	2
chr2R	20222307	20223499	CR44282	1192	-	NR_124727	CR44282	20223499	20223499	1
chr2R	5048988	5049503	CR44283	515	+	NR_124479	CR44283	5049503	5049503	1
chr2R	5070899	5072000	CR44284	1101	+	NR_124480	CR44284	5072000	5072000	1
chr2R	5493143	5493375	CR44285	232	-	NR_124487	CR44285	5493375	5493375	1
chr3R	23144049	23144968	CR44287	919	+	NR_125277	CR44287	23144968	23144968	1
chr3R	23363954	23364881	CR44288	927	+	NR_125279	CR44288	23364881	23364881	1
chr3R	23361552	23363625	CR44289	2073	-	NR_125278	CR44289	23363625	23363625	1
chr3R	4388549	4389520	CR44291	971	-	NR_125117	CR44291	4389520	4389520	3
chr2R	5596200	5598001	CR44292	1801	-	NR_124488	CR44292	5598001	5598001	2
chr2R	5748649	5749050	CR44293	401	+	NR_124490	CR44293	5749050	5749050	1
chr2R	5913860	5914263	CR44294	403	-	NR_124495	CR44294	5914263	5914263	1
chr2R	5931539	5932701	CR44295	1162	+	NR_124496	CR44295	5932701	5932701	2
chr2R	5940147	5940500	CR44297	353	-	NR_124497	CR44297	5940500	5940500	1
chr2R	5940599	5940898	CR44298	299	-	NR_124498	CR44298	5940898	5940898	1
chr2R	6670399	6673102	CR44299	2703	+	NR_124506	CR44299	6673102	6673102	2
chr2R	6673218	6673531	CR44300	313	-	NR_124507	CR44300	6673531	6673531	1
chr2R	6673699	6673998	CR44301	299	-	NR_124508	CR44301	6673998	6673998	1
chr2R	6747199	6747696	CR44302	497	+	NR_124510	CR44302	6747696	6747696	1
chr2R	7731882	7732604	CR44304	722	-	NR_124513	CR44304	7732604	7732604	2
chr2R	7805379	7806601	CR44305	1222	+	NR_124514	CR44305	7806601	7806601	1
chr2R	7902599	7903400	CR44306	801	+	NR_124519	CR44306	7903400	7903400	1
chr2L	20847843	20848143	CR44307	300	-	NR_124406	CR44307	20848143	20848143	1
chr2L	3537843	3538333	CR44308	490	+	NR_124052	CR44308	3538333	3538333	2
chr2L	3562037	3563118	CR44309	1081	+	NR_124053	CR44309	3563118	3563118	2
chr2L	3616295	3617619	CR44310	1324	+	NR_124055	CR44310	3617619	3617619	1
chr2L	3702613	3702947	CR44311	334	+	NR_124056	CR44311	3702947	3702947	1
chr2R	7816748	7817301	CR44312	553	-	NR_124515	CR44312	7817301	7817301	1
chr2R	8121499	8122100	CR44313	601	-	NR_124522	CR44313	8122100	8122100	1
chr2R	8134199	8134500	CR44315	301	-	NR_124523	CR44315	8134500	8134500	1
chr2R	8208098	8208417	CR44316	319	-	NR_124525	CR44316	8208417	8208417	2
chr3R	422004	425471	CR44317	3467	-	NR_125066	CR44317	425471	425471	3
chr3R	4112890	4113420	CR44318	530	+	NR_125111	CR44318	4113420	4113420	2
chr3R	21918571	21919444	CR44319	873	-	NR_125266	CR44319	21919444	21919444	1
chr3R	22020971	22055990	CR44320	35019	+	NR_125267	CR44320	22055990	22055990	3
chr3R	22086623	22087237	CR44321	614	+	NR_125268	CR44321	22087237	22087237	2
chr3R	19197727	19198371	CR44322	644	-	NR_125236	CR44322	19198371	19198371	1
chr3R	19224960	19225500	CR44323	540	-	NR_125237	CR44323	19225500	19225500	1
chr3R	19311202	19311807	CR44324	605	+	NR_125238	CR44324	19311807	19311807	1
chr2L	6985960	6986750	CR44326	790	+	NR_124126	CR44326	6986750	6986750	1
chr3R	3915478	3916007	CR44330	529	+	NR_125105	CR44330	3916007	3916007	3
chr3R	3938420	3939725	CR44331	1305	-	NR_125106	CR44331	3939725	3939725	2
chr3R	3452603	3453012	CR44332	409	-	NR_125101	CR44332	3453012	3453012	1
chr3R	3110951	3111317	CR44333	366	-	NR_125095	CR44333	3111317	3111317	1
chr3R	3138059	3138580	CR44334	521	-	NR_125096	CR44334	3138580	3138580	1
chr3R	3152202	3152805	CR44336	603	-	NR_125097	CR44336	3152805	3152805	1
chr3R	3157221	3157724	CR44337	503	+	NR_125098	CR44337	3157724	3157724	1
chr3R	3089161	3090014	CR44338	853	+	NR_125094	CR44338	3090014	3090014	1
chr2R	8872871	8873500	CR44339	629	+	NR_124537	CR44339	8873500	8873500	1
chrX	19389317	19389929	CR44340	612	-	NR_123958	CR44340	19389929	19389929	1
chr2R	9141999	9143001	CR44343	1002	-	NR_124540	CR44343	9143001	9143001	1
chr2R	13274345	13276586	CR44344	2241	-	NR_124597	CR44344	13276586	13276586	4
chr2L	17354876	17355523	CR44345	647	+	NR_124328	CR44345	17355523	17355523	1
chr2L	17361038	17361511	CR44346	473	+	NR_124329	CR44346	17361511	17361511	2
chr3L	10797096	10799034	CR44347	1938	-	NR_124858	CR44347	10799034	10799034	1
chr3L	9734502	9737503	CR44348	3001	+	NR_124839	CR44348	9737503	9737503	2
chr3R	13343931	13344806	CR44349	875	-	NR_125197	CR44349	13344806	13344806	2
chr3R	18649407	18652982	CR44350	3575	-	NR_125235	CR44350	18652982	18652982	1
chr3L	1773604	1775108	CR44351	1504	+	NR_124754	CR44351	1775108	1775108	1
chr2L	9025633	9031836	CR44352	6203	-	NR_124153	CR44352	9031836	9031836	2
chrX	15441439	15441773	CR44353	334	-	NR_123919	CR44353	15441773	15441773	1
chrX	15441765	15442236	CR44354	471	+	NR_123920	CR44354	15442236	15442236	1
chrX	7060483	7299830	CR44357	239347	-	NR_123819	CR44357	7299830	7299830	5
chrX	10973323	10973805	CR44358	482	+	NR_123866	CR44358	10973805	10973805	1
chr3L	4377367	4377999	CR44360	632	-	NR_124782	CR44360	4377999	4377999	1
chr3L	11308398	11308960	CR44361	562	+	NR_124882	CR44361	11308960	11308960	1
chr3L	11398634	11399194	CR44363	560	+	NR_124890	CR44363	11399194	11399194	1
chr2R	9462417	9465050	CR44365	2633	+	NR_124543	CR44365	9465050	9465050	1
chr2R	9465540	9467131	CR44366	1591	+	NR_124544	CR44366	9467131	9467131	1
chr2R	9742163	9743399	CR44367	1236	+	NR_124547	CR44367	9743399	9743399	2
chr2R	10056348	10058422	CR44368	2074	-	NR_133118	CR44368	10058422	10058422	2
chr2R	10295957	10296465	CR44369	508	+	NR_124549	CR44369	10296465	10296465	1
chr2R	11114442	11120170	CR44370	5728	+	NR_124559	CR44370	11120170	11120170	6
chr2R	11217899	11218700	CR44371	801	-	NR_124561	CR44371	11218700	11218700	1
chr2R	11578558	11581392	CR44372	2834	-	NR_124566	CR44372	11581392	11581392	2
chr2R	11803499	11804300	CR44373	801	+	NR_124568	CR44373	11804300	11804300	1
chrX	20990555	20991203	CR44374	648	-	NR_123974	CR44374	20991203	20991203	2
chr2R	12469500	12470874	CR44375	1374	-	NR_124576	CR44375	12470874	12470874	1
chr2R	12851799	12852399	CR44376	600	+	NR_124584	CR44376	12852399	12852399	1
chr2R	12856899	12859200	CR44377	2301	+	NR_124585	CR44377	12859200	12859200	1
chr2R	12699749	12700296	CR44379	547	+	NR_124579	CR44379	12700296	12700296	2
chr2R	12701899	12703000	CR44380	1101	-	NR_124581	CR44380	12703000	12703000	1
chrX	1959487	1960139	CR44381	652	+	NR_123774	CR44381	1960139	1960139	2
chrX	1965742	1966222	CR44382	480	+	NR_123775	CR44382	1966222	1966222	1
chrX	15701485	15701982	CR44384	497	-	NR_123926	CR44384	15701982	15701982	2
chr2R	13028083	13028699	CR44386	616	+	NR_124592	CR44386	13028699	13028699	2
chr2R	13072600	13073100	CR44387	500	+	NR_124593	CR44387	13073100	13073100	1
chr2R	13075008	13075200	CR44388	192	-	NR_124594	CR44388	13075200	13075200	1
chr2R	13076300	13076600	CR44389	300	-	NR_124595	CR44389	13076600	13076600	1
chr2R	12911156	12914498	CR44390	3342	-	NR_124586	CR44390	12914498	12914498	3
chr2L	16888506	16889530	CR44392	1024	+	NR_124312	CR44392	16889530	16889530	2
chr2L	16947609	16950070	CR44393	2461	-	NR_124314	CR44393	16950070	16950070	2
chr2L	17247160	17247656	CR44395	496	+	NR_124323	CR44395	17247656	17247656	1
chr2L	17245855	17246617	CR44396	762	-	NR_124322	CR44396	17246617	17246617	1
chr2L	17950114	17951740	CR44397	1626	-	NR_124347	CR44397	17951740	17951740	2
chr2L	17948146	17951740	CR44398	3594	-	NR_124346	CR44398	17951740	17951740	2
chr2L	17939018	17939715	CR44399	697	-	NR_124345	CR44399	17939715	17939715	2
chr3R	16310857	16311250	CR44400	393	+	NR_125214	CR44400	16311250	16311250	1
chr3R	16311499	16312401	CR44401	902	-	NR_125215	CR44401	16312401	16312401	1
chr2R	13558572	13558800	CR44404	228	+	NR_124600	CR44404	13558800	13558800	1
chr2L	10710100	10710733	CR44407	633	+	NR_124182	CR44407	10710733	10710733	1
chr2L	16982482	16983085	CR44408	603	+	NR_124316	CR44408	16983085	16983085	1
chr2L	17429705	17430157	CR44409	452	+	NR_124330	CR44409	17430157	17430157	1
chr2L	17589470	17589700	CR44410	230	-	NR_124339	CR44410	17589700	17589700	1
chr2L	17588202	17588670	CR44411	468	-	NR_124337	CR44411	17588670	17588670	1
chr2L	17606464	17607260	CR44412	796	-	NR_124340	CR44412	17607260	17607260	1
chr2L	17625097	17625690	CR44413	593	-	NR_124341	CR44413	17625690	17625690	1
chr2L	8867874	8868747	CR44414	873	+	NR_124150	CR44414	8868747	8868747	1
chr2L	8886133	8888028	CR44415	1895	-	NR_133073	CR44415	8888028	8888028	1
chr2R	13654450	13654650	CR44416	200	+	NR_124602	CR44416	13654650	13654650	1
chr2R	13756531	13757362	CR44417	831	+	NR_124606	CR44417	13757362	13757362	1
chr2R	13842049	13842800	CR44418	751	+	NR_124607	CR44418	13842800	13842800	1
chr2R	13892899	13893500	CR44419	601	+	NR_124608	CR44419	13893500	13893500	1
chr2R	14133631	14134268	CR44420	637	-	NR_124615	CR44420	14134268	14134268	1
chr2R	14144600	14145100	CR44421	500	+	NR_124616	CR44421	14145100	14145100	1
chrX	15530340	15531047	CR44423	707	+	NR_123921	CR44423	15531047	15531047	1
chrX	13422789	13423182	CR44427	393	-	NR_123898	CR44427	13423182	13423182	1
chrX	15191344	15192250	CR44429	906	-	NR_123914	CR44429	15192250	15192250	2
chrX	15119545	15120289	CR44430	744	+	NR_123911	CR44430	15120289	15120289	1
chrX	20914576	20915051	CR44431	475	-	NR_123973	CR44431	20915051	20915051	1
chr2R	15146399	15147250	CR44432	851	-	NR_124620	CR44432	15147250	15147250	2
chr4	65399	66700	CR44440	1301	+	NR_123742	CR44440	66700	66700	2
chr4	215357	216526	CR44441	1169	+	NR_123744	CR44441	216526	216526	1
chr2R	2708064	2710101	CR44442	2037	-	NR_124445	CR44442	2710101	2710101	3
chr2R	3021999	3022600	CR44443	601	+	NR_124447	CR44443	3022600	3022600	1
chr2R	3509391	3510200	CR44444	809	-	NR_124455	CR44444	3510200	3510200	1
chr2R	4129900	4131005	CR44445	1105	-	NR_124464	CR44445	4131005	4131005	1
chr2R	4133299	4133800	CR44446	501	+	NR_124465	CR44446	4133800	4133800	1
chr2R	4191999	4192600	CR44447	601	+	NR_124467	CR44447	4192600	4192600	1
chr2R	4196999	4197750	CR44448	751	+	NR_124468	CR44448	4197750	4197750	1
chr2R	4198200	4198651	CR44449	451	-	NR_124469	CR44449	4198651	4198651	1
chr2R	4199149	4199450	CR44450	301	+	NR_124470	CR44450	4199450	4199450	1
chr2R	5101599	5102650	CR44451	1051	+	NR_124482	CR44451	5102650	5102650	1
chr2R	6544199	6545050	CR44452	851	-	NR_124505	CR44452	6545050	6545050	2
chr2R	8726737	8727355	CR44453	618	-	NR_124530	CR44453	8727355	8727355	2
chr2R	19015126	19015600	CR44455	474	-	NR_124710	CR44455	19015600	19015600	1
chr2R	19015599	19016000	CR44456	401	+	NR_124711	CR44456	19016000	19016000	1
chr2R	10979449	10979950	CR44457	501	+	NR_124555	CR44457	10979950	10979950	2
chr2R	11259199	11260100	CR44458	901	+	NR_124562	CR44458	11260100	11260100	1
chr2R	11259550	11259850	CR44459	300	-	NR_124563	CR44459	11259850	11259850	2
chr2R	15756249	15757000	CR44460	751	+	NR_124634	CR44460	15757000	15757000	2
chr2R	8793899	8794800	CR44461	901	+	NR_124536	CR44461	8794800	8794800	2
chr2R	10363895	10365400	CR44462	1505	+	NR_124551	CR44462	10365400	10365400	2
chr2R	11105499	11105700	CR44463	201	-	NR_124557	CR44463	11105700	11105700	1
chr2R	12625542	12625848	CR44464	306	+	NR_124577	CR44464	12625848	12625848	1
chr2R	12698099	12698600	CR44465	501	+	NR_124578	CR44465	12698600	12698600	1
chr2R	12732999	12733500	CR44466	501	+	NR_124582	CR44466	12733500	12733500	1
chr2R	12736599	12737400	CR44467	801	+	NR_124583	CR44467	12737400	12737400	2
chr2R	14693099	14694700	CR44468	1601	+	NR_124619	CR44468	14694700	14694700	2
chrX	684316	684599	CR44469	283	-	NR_123766	CR44469	684599	684599	1
chrX	2576861	2577878	CR44470	1017	-	NR_123780	CR44470	2577878	2577878	1
chrX	5327471	5329830	CR44471	2359	+	NR_123797	CR44471	5329830	5329830	2
chr2R	15392279	15392967	CR44472	688	+	NR_124621	CR44472	15392967	15392967	1
chr2R	15490799	15491400	CR44473	601	+	NR_124623	CR44473	15491400	15491400	1
chr2R	15492199	15492800	CR44474	601	-	NR_124624	CR44474	15492800	15492800	1
chr2L	18145097	18145499	CR44478	402	+	NR_124351	CR44478	18145499	18145499	1
chr2L	11661689	11662172	CR44479	483	-	NR_124203	CR44479	11662172	11662172	2
chr2L	11662001	11662404	CR44480	403	+	NR_124204	CR44480	11662404	11662404	1
chr2L	11665240	11665810	CR44481	570	+	NR_124205	CR44481	11665810	11665810	1
chr2L	9099396	9099770	CR44482	374	+	NR_124155	CR44482	9099770	9099770	1
chr2L	9071031	9071607	CR44483	576	+	NR_124154	CR44483	9071607	9071607	1
chr2L	3268268	3268646	CR44484	378	+	NR_124043	CR44484	3268646	3268646	1
chr2L	3287821	3288591	CR44485	770	+	NR_124044	CR44485	3288591	3288591	1
chr2L	18400461	18401232	CR44486	771	+	NR_124364	CR44486	18401232	18401232	2
chr2L	18403947	18404600	CR44487	653	+	NR_124365	CR44487	18404600	18404600	2
chr2L	18433458	18434096	CR44488	638	+	NR_124366	CR44488	18434096	18434096	1
chr2L	18313520	18314051	CR44489	531	-	NR_124363	CR44489	18314051	18314051	1
chr2L	10886453	10887199	CR44490	746	+	NR_124187	CR44490	10887199	10887199	2
chr2L	10894643	10895344	CR44491	701	-	NR_124188	CR44491	10895344	10895344	1
chr2L	10942357	10942949	CR44492	592	-	NR_124190	CR44492	10942949	10942949	1
chr2L	10943271	10943622	CR44493	351	-	NR_124191	CR44493	10943622	10943622	1
chr2L	11548639	11550035	CR44494	1396	-	NR_124199	CR44494	11550035	11550035	2
chr2L	11561200	11561966	CR44495	766	+	NR_124200	CR44495	11561966	11561966	1
chr2L	11588575	11589181	CR44496	606	+	NR_124201	CR44496	11589181	11589181	1
chr2L	11660291	11660937	CR44497	646	-	NR_124202	CR44497	11660937	11660937	1
chrX	5895543	5899746	CR44498	4203	+	NR_123808	CR44498	5899746	5899746	2
chrX	5907740	5908052	CR44499	312	+	NR_123809	CR44499	5908052	5908052	2
chrX	7354441	7355121	CR44500	680	-	NR_123824	CR44500	7355121	7355121	1
chrX	7449810	7451877	CR44501	2067	+	NR_123827	CR44501	7451877	7451877	2
chrX	7456937	7457518	CR44502	581	-	NR_123828	CR44502	7457518	7457518	1
chr2R	15520699	15522099	CR44503	1400	+	NR_124625	CR44503	15522099	15522099	1
chr2R	15547149	15549352	CR44504	2203	-	NR_124627	CR44504	15549352	15549352	1
chr2R	15570999	15571700	CR44505	701	-	NR_124628	CR44505	15571700	15571700	2
chr2R	15579718	15584700	CR44506	4982	+	NR_124629	CR44506	15584700	15584700	1
chrX	8601245	8602039	CR44507	794	-	NR_123837	CR44507	8602039	8602039	2
chrX	8602006	8602173	CR44508	167	+	NR_123838	CR44508	8602173	8602173	1
chr2R	15599599	15600354	CR44509	755	-	NR_124630	CR44509	15600354	15600354	1
chr3L	69137	69894	CR44510	757	+	NR_124734	CR44510	69894	69894	1
chr3L	70503	71042	CR44511	539	-	NR_124735	CR44511	71042	71042	1
chrX	19561050	19561779	CR44512	729	-	NR_123959	CR44512	19561779	19561779	1
chr3L	609178	609620	CR44513	442	-	NR_124743	CR44513	609620	609620	1
chr3L	705329	705723	CR44514	394	+	NR_124745	CR44514	705723	705723	1
chr3L	5362464	5363248	CR44515	784	+	NR_124793	CR44515	5363248	5363248	2
chr3L	5364346	5364736	CR44516	390	-	NR_124796	CR44516	5364736	5364736	1
chrX	9034274	9035998	CR44517	1724	-	NR_123842	CR44517	9035998	9035998	2
chr3L	5492693	5493188	CR44518	495	+	NR_124799	CR44518	5493188	5493188	1
chr3L	5494201	5494569	CR44519	368	-	NR_124800	CR44519	5494569	5494569	1
chr3L	5486514	5487840	CR44520	1326	-	NR_124798	CR44520	5487840	5487840	1
chr3L	6256107	6256499	CR44522	392	-	NR_124810	CR44522	6256499	6256499	1
chr3L	6718001	6718379	CR44523	378	-	NR_124819	CR44523	6718379	6718379	1
chrX	10787221	10787709	CR44524	488	+	NR_123864	CR44524	10787709	10787709	2
chr3L	7401592	7402807	CR44525	1215	-	NR_124830	CR44525	7402807	7402807	2
chr3L	8685802	8686291	CR44526	489	+	NR_124833	CR44526	8686291	8686291	1
chr3L	8744333	8744769	CR44527	436	-	NR_124834	CR44527	8744769	8744769	1
chr3L	4801908	4802894	CR44528	986	+	NR_124787	CR44528	4802894	4802894	1
chr3L	4168238	4168846	CR44529	608	-	NR_124779	CR44529	4168846	4168846	2
chr3L	2975517	2976203	CR44530	686	-	NR_124766	CR44530	2976203	2976203	2
chr3L	2882813	2883400	CR44531	587	+	NR_124765	CR44531	2883400	2883400	1
chrX	9208717	9209204	CR44534	487	+	NR_123843	CR44534	9209204	9209204	1
chr3L	2008721	2010751	CR44535	2030	-	NR_124758	CR44535	2010751	2010751	1
chr3L	1939241	1940458	CR44536	1217	-	NR_124757	CR44536	1940458	1940458	1
chr3L	813299	814487	CR44537	1188	+	NR_124747	CR44537	814487	814487	1
chr3L	10198719	10199501	CR44538	782	+	NR_124843	CR44538	10199501	10199501	2
chr3L	10239889	10240871	CR44539	982	+	NR_124847	CR44539	10240871	10240871	1
chr3L	10240904	10241688	CR44540	784	-	NR_124848	CR44540	10241688	10241688	1
chr3L	10235898	10236342	CR44541	444	-	NR_124846	CR44541	10236342	10236342	1
chr3L	10229708	10230036	CR44542	328	+	NR_124844	CR44542	10230036	10230036	1
chr3L	10403971	10404340	CR44543	369	-	NR_124854	CR44543	10404340	10404340	1
chr3L	10777689	10778460	CR44544	771	+	NR_124855	CR44544	10778460	10778460	2
chr3L	10782433	10782976	CR44545	543	+	NR_124856	CR44545	10782976	10782976	1
chr3L	10788088	10788275	CR44546	187	+	NR_124857	CR44546	10788275	10788275	1
chr3L	11027901	11029005	CR44547	1104	+	NR_124868	CR44547	11029005	11029005	2
chr3L	11428749	11429306	CR44548	557	+	NR_124891	CR44548	11429306	11429306	1
chr3L	11437571	11438204	CR44549	633	-	NR_124892	CR44549	11438204	11438204	1
chr3L	12294079	12295042	CR44550	963	+	NR_124901	CR44550	12295042	12295042	2
chr3L	12295261	12295651	CR44551	390	-	NR_124902	CR44551	12295651	12295651	1
chr3L	12654925	12655347	CR44552	422	+	NR_124910	CR44552	12655347	12655347	1
chr3L	12652002	12653195	CR44553	1193	+	NR_124909	CR44553	12653195	12653195	1
chr3L	13094598	13095050	CR44554	452	-	NR_124916	CR44554	13095050	13095050	1
chr3L	13296470	13297046	CR44555	576	+	NR_124930	CR44555	13297046	13297046	1
chrX	11386369	11387031	CR44556	662	-	NR_123869	CR44556	11387031	11387031	1
chr3L	13295840	13296251	CR44557	411	-	NR_124929	CR44557	13296251	13296251	1
chr3L	13317373	13318059	CR44558	686	-	NR_124931	CR44558	13318059	13318059	1
chr3L	13336649	13337350	CR44559	701	-	NR_124932	CR44559	13337350	13337350	2
chr3L	14239092	14240111	CR44560	1019	+	NR_124937	CR44560	14240111	14240111	3
chr3L	14238104	14238791	CR44561	687	-	NR_124936	CR44561	14238791	14238791	1
chr3L	15183539	15184098	CR44562	559	+	NR_124945	CR44562	15184098	15184098	1
chr3L	17327105	17327599	CR44563	494	+	NR_124966	CR44563	17327599	17327599	1
chr3L	17329020	17330197	CR44564	1177	-	NR_124967	CR44564	17330197	17330197	2
chr3L	17453208	17453596	CR44565	388	+	NR_124969	CR44565	17453596	17453596	2
chr3L	17624489	17625353	CR44566	864	+	NR_124972	CR44566	17625353	17625353	1
