uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YLL023C	chrXII	-	97995	98835	97995	98835	1	97995,	98835,	Q12164	Protein of unknown function  highly conserved across species and orthologous to human TMEM33  may interact with ribosomes, based on co-purification experiments  GFP-fusion protein localizes to the endoplasmic reticulum	YLL023C	840	840
YLL022C	chrXII	-	99042	100200	99042	100200	1	99042,	100200,	Q12373	Non-essential component of the HAT-B histone acetyltransferase complex (Hat1p-Hat2p-Hif1p), localized to the nucleus  has a role in telomeric silencing	HIF1	1158	1158
YLL021W	chrXII	+	100945	105346	100945	105346	1	100945,	105346,	P23201	Component of the polarisome, which functions in actin cytoskeletal organization during polarized growth  acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components  potential Cdc28p substrate	SPA2	4401	4401
YLL020C	chrXII	-	105554	105860	105554	105860	1	105554,	105860,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified gene KNS1	YLL020C	306	306
YLL019C	chrXII	-	105684	107898	105684	107898	1	105684,	107898,	P32350	Nonessential putative protein kinase of unknown cellular role  member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues	KNS1	2214	2214
YLL019W-A	chrXII	+	106906	106999	106906	106999	1	106906,	106999,	n/a	Dubious open reading frame unlikely to encode a protein  completely overlaps the verified gene KNS1	YLL019W-A	93	93
YLL018C-A	chrXII	-	108674	108971	108674	108971	1	108674,	108971,	Q3E731	Protein required for cytochrome c oxidase assembly, located in the cytosol and mitochondrial intermembrane space  putative copper metallochaperone that delivers copper to cytochrome c oxidase	COX19	297	297
YLL018C	chrXII	-	109900	111574	109900	111574	1	109900,	111574,	P04802	Cytoplasmic aspartyl-tRNA synthetase, homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp)  class II aminoacyl tRNA synthetase  binding to its own mRNA may confer autoregulation	DPS1	1674	1674
YLL017W	chrXII	+	112232	112544	112232	112544	1	112232,	112544,	P14771	Non-essential Ras guanine nucleotide exchange factor (GEF) localized to the membrane  expressed in poor nutrients and on non-fermentable carbon sources  homologous to CDC25  contains a stop codon in S288C  full-length gene includes YLL016W	YLL017W	312	312
YLL016W	chrXII	+	112845	115992	112845	115992	1	112845,	115992,	P14771	Non-essential Ras guanine nucleotide exchange factor (GEF) localized to the membrane  expressed in poor nutrients and on non-fermentable carbon sources  homologous to CDC25  contains a stop codon in S288C  full-length gene includes YLL017W	SDC25	3147	3147
YLL015W	chrXII	+	116430	121110	116430	121110	1	116430,	121110,	P14772	ABC type transmembrane transporter of MRP/CFTR family, found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p	BPT1	4680	4680
YLL014W	chrXII	+	121320	121647	121320	121647	1	121320,	121647,	Q12431	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum  YLL014W is not an essential gene	YLL014W	327	327
YLL013C	chrXII	-	122073	124713	122073	124713	1	122073,	124713,	Q07807	Protein of the mitochondrial outer surface, links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement  also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins	PUF3	2640	2640
YLL012W	chrXII	+	125532	127254	125532	127254	1	125532,	127254,	Q07804	Steryl ester hydrolase, one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis  localized to lipid particle membranes	YLL012W	1722	1722
YLL011W	chrXII	+	127521	128991	127521	128991	1	127521,	128991,	P33750	Essential protein required for biogenesis of 40S (small) ribosomal subunit  has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p	SOF1	1470	1470
YLL010C	chrXII	-	129328	130612	129328	130612	1	129328,	130612,	Q07800	Plasma membrane associated protein phosphatase involved in the general stress response  required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p	PSR1	1284	1284
YLL009C	chrXII	-	131203	131413	131203	131413	1	131203,	131413,	Q12287	Copper metallochaperone that transfers copper to Sco1p and Cox11p for eventual delivery to cytochrome c oxidase	COX17	210	210
YLL008W	chrXII	+	131727	133986	131727	133986	1	131727,	133986,	P32892	Nucleolar DEAD-box protein required for ribosome assembly and function, including synthesis of 60S ribosomal subunits  constituent of 66S pre-ribosomal particles	DRS1	2259	2259
YLL007C	chrXII	-	134300	136298	134300	136298	1	134300,	136298,	Q07799	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YLL007C is not an essential gene	YLL007C	1998	1998
YLL006W-A	chrXII	+	136343	136520	136343	136520	1	136343,	136520,	Q3E814	Putative protein of unknown function  identified by fungal homology and RT-PCR	YLL006W-A	177	177
YLL006W	chrXII	+	136584	137865	136584	137865	1	136584,	137865,	P41800	Mitochondrial outer membrane protein, component of the Mdm10-Mdm12-Mmm1 complex involved in import and assembly of outer membrane beta-barrel proteins	MMM1	1281	1281
YLL005C	chrXII	-	137938	140545	137938	140545	1	137938,	140545,	Q07798	Meiosis-specific protein of unknown function, required for spore wall formation during sporulation  dispensable for both nuclear divisions during meiosis	SPO75	2607	2607
YLL004W	chrXII	+	141071	142922	141071	142922	1	141071,	142922,	P54790	Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing	ORC3	1851	1851
YLL003W	chrXII	+	143199	146040	143199	146040	1	143199,	146040,	Q12369	Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C	SFI1	2841	2841
YLL002W	chrXII	+	146289	147600	146289	147600	1	146289,	147600,	Q07794	Histone acetyltransferase critical for cell survival in the presence of DNA damage during S phase  acetylates H3-K56 and H3-K9  involved in non-homologous end joining and in regulation of Ty1 transposition  interacts physically with Vps75p	RTT109	1311	1311
YLL001W	chrXII	+	147888	150162	147888	150162	1	147888,	150162,	P54861	Dynamin-related GTPase required for mitochondrial fission and the maintenance of mitochondrial morphology, assembles on the cytoplasmic face of mitochondrial tubules at sites at which division will occur  also participates in endocytosis	DNM1	2274	2274
YLR001C	chrXII	-	151387	153976	151387	153976	1	151387,	153976,	Q07895	Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies  predicted to be palmitoylated	YLR001C	2589	2589
YLR002C	chrXII	-	154341	156333	154341	156333	1	154341,	156333,	Q07896	Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport  also binds to chromatin to promote the association of DNA replication factors and replication initiation	NOC3	1992	1992
YLR003C	chrXII	-	156853	157729	156853	157729	1	156853,	157729,	Q07897	Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit  overexpression rescues supressor mutant of mcm10  null mutant is viable	YLR003C	876	876
YLR004C	chrXII	-	157932	159504	157932	159504	1	157932,	159504,	Q07904	Putative plasma membrane permease proposed to be involved in carboxylic acid uptake and repressed by thiamine  substrate of Dbf2p/Mob1p kinase  transcription is altered if mitochondrial dysfunction occurs	YLR004C	1572	1572
YLR005W	chrXII	+	160047	161433	160047	161433	1	160047,	161433,	Q04673	Component of the core form of RNA polymerase transcription factor TFIIH, which has both protein kinase and DNA-dependent ATPase/helicase activities and is essential for transcription and nucleotide excision repair  interacts with Tfb4p	SSL1	1386	1386
YLR006C	chrXII	-	161753	163892	161753	163892	1	161753,	163892,	Q07084	Cytoplasmic response regulator, part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism  dephosphorylated form is degraded by the ubiquitin-proteasome system  potential Cdc28p substrate	SSK1	2139	2139
YLR007W	chrXII	+	164390	165401	164390	165401	1	164390,	165401,	Q07913	Essential subunit of the Mms21-Smc5-Smc6 complex  nuclear protein required for DNA repair and growth  has a nonstructural role in the maintenance of chromosomes	NSE1	1011	1011
YLR008C	chrXII	-	165575	166082	165575	166082	1	165575,	166082,	Q07914	J-protein co-chaperone of the mitochondrial import motor associated with the presequence translocase, with Ssc1p, Tim44p, Mge1p, and Pam16p  stimulates ATPase activity of Ssc1p to drive mitochondrial import  activity is inhibited by Pam16p	PAM18	507	507
YLR009W	chrXII	+	166535	167135	166535	167135	1	166535,	167135,	Q07915	Essential protein with similarity to Rpl24Ap and Rpl24Bp, associated with pre-60S ribosomal subunits and required for ribosomal large subunit biogenesis	RLP24	600	600
YLR010C	chrXII	-	167318	167801	167318	167801	1	167318,	167801,	Q07921	Protein that regulates telomeric length  protects telomeric ends in a complex with Cdc13p and Stn1p	TEN1	483	483
YLR011W	chrXII	+	169101	169677	169101	169677	1	169101,	169677,	Q07923	FMN-dependent NAD(P)H:quinone reductase, may be involved in quinone detoxification  expression elevated at low temperature  sequesters the Cin5p transcription factor in the cytoplasm in complex with the proteasome under reducing conditions	LOT6	576	576
YLR012C	chrXII	-	169980	170280	169980	170280	1	169980,	170280,	Q07927	Putative protein of unknown function  YLR012C is not an essential gene	YLR012C	300	300
YLR013W	chrXII	+	171337	171763	171337	171763	1	171337,	171763,	Q07928	Protein containing GATA family zinc finger motifs	GAT3	426	426
YLR014C	chrXII	-	172266	174981	172266	174981	1	172266,	174981,	P07272	Zinc finger transcription factor containing a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of genes involved in uracil biosynthesis  activity may be modulated by interaction with Tup1p	PPR1	2715	2715
YLR015W	chrXII	+	175225	176743	175225	176743	1	175225,	176743,	P43132	Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres  involved in telomere maintenance  similar to trithorax-group protein ASH2L	BRE2	1518	1518
YLR016C	chrXII	-	176800	177415	176800	177415	1	176800,	177415,	Q07930	Subunit of the RES complex, which is required for nuclear retention of unspliced pre-mRNAs  acts in the same pathway as Pml39p and Mlp1p	YLR016C	615	615
YLR017W	chrXII	+	177606	178620	177606	178620	1	177606,	178620,	Q07938	Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway  affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity  regulates ADH2 gene expression	MEU1	1014	1014
YLR018C	chrXII	-	178705	179605	178705	179605	1	178705,	179605,	Q12445	Integral membrane protein of the nuclear pore  has an important role in maintaining the architecture of the pore complex	POM34	900	900
YLR019W	chrXII	+	180286	181480	180286	181480	1	180286,	181480,	Q07949	Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response  required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p	PSR2	1194	1194
YLR020C	chrXII	-	181787	183404	181787	183404	1	181787,	183404,	Q07950	Steryl ester hydrolase, catalyzes steryl ester hydrolysis at the plasma membrane  involved in sterol metabolism	YLR020C	1617	1617
YLR021W	chrXII	+	183621	184161	183621	184161	1	183621,	184161,	Q07951	Component of a heterodimeric Poc4p-Irc25p chaperone involved in assembly of alpha subunits into the 20S proteasome  may regulate formation of proteasome isoforms with alternative subunits under different conditions	YLR021W	540	540
YLR022C	chrXII	-	184172	184925	184172	184925	1	184172,	184925,	Q07953	Essential protein involved in 60S ribosome maturation  ortholog of the human protein (SBDS) responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome  highly conserved across archae and eukaryotes	YLR022C	753	753
YLR023C	chrXII	-	185496	187128	185496	187128	1	185496,	187128,	Q07959	Membrane protein involved in zinc metabolism, member of the four-protein IZH family, expression induced by zinc deficiency  deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity	IZH3	1632	1632
YLR024C	chrXII	-	187663	193282	187663	193282	1	187663,	193282,	Q07963	Cytoplasmic ubiquitin-protein ligase (E3)  required for ubiquitylation of Rpn4p  mediates formation of a Mub1p-Ubr2p-Rad6p complex	UBR2	5619	5619
YLR025W	chrXII	+	194452	195175	194452	195175	1	194452,	195175,	P39929	One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III)  involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway  recruited from the cytoplasm to endosomal membranes	SNF7	723	723
YLR026C	chrXII	-	195450	196473	195450	196473	1	195450,	196473,	Q01590	cis-Golgi t-SNARE syntaxin required for vesicular transport between the ER and the Golgi complex, binds at least 9 SNARE proteins	SED5	1023	1023
YLR027C	chrXII	-	196829	198086	196829	198086	1	196829,	198086,	P23542	Cytosolic aspartate aminotransferase, involved in nitrogen metabolism  localizes to peroxisomes in oleate-grown cells	YLR027C	1257	1257
YLR028C	chrXII	-	199540	201316	199540	201316	1	199540,	201316,	P54113	Enzyme of 'de novo' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities, isozyme of Ade17p  ade16 ade17 mutants require adenine and histidine	ADE16	1776	1776
YLR029C	chrXII	-	201976	202591	201976	202591	1	201976,	202591,	P05748	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl15Bp and has similarity to rat L15 ribosomal protein  binds to 5.8 S rRNA	RPL15A	615	615
